kroger_product,description,calories,protein,fat,carbohydrates
kroger® carbmaster® lemon yogurt,"KROGER, CARBMASTER, YOGURT, BLACKBERRY, BLACKBERRY",35.0,5.29,0.88,2.35
oui by yoplait mocha and chocolate whole milk french style yogurt jar,Oui by Yoplait Blueberry Gluten-Free French-Style Whole Milk Yogurt Jar,121,3.57,5.39,14.7
kroger® carbmaster® mango yogurt,"KROGER, CARBMASTER, YOGURT, BLACKBERRY, BLACKBERRY",35.0,5.29,0.88,2.35
yoplait trix low fat kids yogurt cup variety pack,Yoplait Kids Strawberry and Blueberry Gluten-Free Low-Fat Yogurt Cup Variety Pack 8 Count,88.0,2.95,0.628,17.9
oui by yoplait pina colada whole milk french style yogurt,Oui By Yoplait Pina Colada French Style Yogurt,127,3.62,5.43,15.8
go gurt berry and strawberry kids fat free yogurt tube,Go-Gurt Berry and Strawberry Low Fat Yogurt Tubes 32 Count,86.4,3.42,0.144,17.9
kroger® plain whole milk yogurt tub,"Yogurt, plain, whole milk",N/A,3.82,4.48,5.57
yoplait protein strawberry yogurt cultured dairy snack cup,Yoplait Protein Strawberry Yogurt,60.2,9.72,1.01,3.07
yoplait protein vanilla yogurt cultured dairy snack cup,Yoplait Protein Vanilla Yogurt,60.2,9.72,1.01,3.07
kroger® vanilla whole milk yogurt tub,"Yogurt, plain, whole milk",N/A,3.82,4.48,5.57
noosa® tart cherry yogurt cup,"Cherry juice, tart",59.0,0.31,0.54,13.7
kroger® carbmaster® pina colada yogurt,Pina Colada,151,0.36,2.14,19.48
kroger® carbmaster® lowfat vanilla yogurt,"Yogurt, Greek, vanilla, lowfat",398,8.64,2.5,9.54
yoplait protein vanilla yogurt cultured dairy snack tub,:ratio Protein Vanilla Dairy Snack Tub,115,16.7,2.49,5.66
too good & co™ coconut low fat lower sugar gluten free greek yogurt cup,"Yogurt, Greek, low fat milk, fruit",91,9.11,1.33,10.78
too good & co. remix strawberry dark chocolate flavored low fat yogurt-cultured low fat milk,"Yogurt, low fat milk, fruit",93,4.57,1.34,15.69
kroger® carbmaster® dulce de leche yogurt,Dulce de leche,315,6.84,7.35,55.35
yoplait protein mixed berry yogurt cultured dairy snack cup,Yoplait Protein Mixed Berry Yogurt,60.2,9.72,1.01,3.07
yoplait protein peach yogurt cultured dairy snack cup,Yoplait Protein Peach Yogurt,60.2,9.72,1.01,3.07
too good & co™ strawberry zero sugar gluten free greek yogurt,"Yogurt, Greek, strawberry, lowfat",105,8.17,2.57,12.3
kroger® blueberry lowfat yogurt cup,"KROGER, GRADE A LOWFAT YOGURT, BLUEBERRY, BLUEBERRY",100,3.53,1.18,18.8
too good & co. remix banana dark chocolate honey flavored low fat yogurt-cultured low fat milk,"Yogurt, low fat milk, fruit",93,4.57,1.34,15.69
oui by yoplait caramel chocolate chip french style yogurt jar,Oui by Yoplait Caramel Chocolate Chip French Style Yogurt,149,3.3,8.19,15.6
ratio trio vanilla yogurt cultured dairy keto friendly snack cup,:ratio Keto Friendly Vanilla and Granola Dairy Snack,176,12.0,12.8,4.41
too good & co™ madagascar vanilla zero sugar gluten free greek yogurt,"Yogurt, Greek, vanilla, lowfat",398,8.64,2.5,9.54
kroger® peach low fat yogurt cup,"Yogurt, plain, low fat",265,5.25,1.55,7.04
oui by yoplait cinnamon & apple whole milk yogurt,Oui by Yoplait Creamy Cinnamon and Apple Whole Milk Yogurt,140,3.43,7.3,15.1
too good & co™ blueberry zero sugar gluten free greek yogurt,"Yogurt, Greek, Blueberry, CHOBANI",82.0,7.23,0.24,12.8
oui by yoplait pumpkin caramel whole milk french style yogurt jar,Oui by Yoplait Pumpkin French Style Yogurt,126,3.24,3.99,19.3
ratio trio strawberry yogurt cultured dairy keto friendly snack cup,:ratio Keto Friendly Strawberry and Granola Dairy Snack,183,12.2,13.2,4.43
too good & co. peach zero sugar gluten free greek yogurt,"PEACH ZERO SUGAR NONFAT GREEK YOGURT, PEACH",40.0,7.33,0.0,3.33
noosa® key lime yogurt cup,SILK Key Lime soy yogurt,88.0,2.35,1.18,17.6
yoplait original french vanilla low fat yogurt cups,Yoplait Original French Vanilla Low Fat Yogurt,88.0,3.53,1.18,N/A
silk greek style lemon coconut milk yogurt alternative cup,"GREEK STYLE LEMON COCONUTMILK YOGURT ALTERNATIVE, LEMON",127,6.67,7.33,8.0
haagen dazs strawberry cultured crème yogurt style snack,Haagen-Dazs Strawberry Cultured Crme,165,3.26,9.18,17.4
haagen dazs vanilla bean cultured crème yogurt style snack,Haagen-Dazs Vanilla Bean Cultured Crme,171,3.41,9.73,17.4
haagen dazs coffee cultured crème yogurt style snack,Haagen-Dazs Coffee Cultured Crme,177,3.48,9.73,18.8
chobani flip® cookie dough and s'more lowfat greek yogurt,"Yogurt, Greek, Blueberry, CHOBANI",82.0,7.23,0.24,12.8
fage® total plain 0% milkfat nonfat greek yogurt tub,"Yogurt, Greek, plain, nonfat",256,10.3,0.37,3.64
oikos® triple zero nonfat vanilla yogurt-cultured dairy product,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS",85.0,8.12,0.14,12.7
chobani® plain nonfat greek yogurt tub,"Yogurt, Greek, nonfat, plain, CHOBANI",226,9.53,0.24,3.43
oikos® triple zero mixed berry nonfat greek yogurt,"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS",352,8.03,0.22,12.5
chobani® flip® chocolate peanut butter cup™ low fat greek yogurt cup,"Yogurt, Greek, 2% fat, apricot, CHOBANI",93.0,7.22,1.71,12.2
chobani® flip® strawberry cheesecake™ low fat greek yogurt cup,"Yogurt, Greek, 2% fat, strawberry banana, CHOBANI",369,8.0,1.71,10.2
chobani® plain nonfat greek yogurt cup,"Yogurt, Greek, nonfat, plain, CHOBANI",226,9.53,0.24,3.43
chobani® peach on the bottom nonfat greek yogurt cup,"Yogurt, Greek, nonfat, peach, CHOBANI",80.0,7.76,0.11,11.9
the greek gods® plain traditional greek style yogurt tub,"PLAIN TRADITIONAL GREEK STYLE YOGURT, PLAIN TRADITIONAL",82.0,4.12,5.29,6.47
chobani® black cherry on the bottom nonfat greek yogurt cup,"Yogurt, Greek, nonfat, Fruit on Bottom, Blackberry, CHOBANI",95.0,7.54,0.37,15.4
chobani® strawberry on the bottom nonfat greek yogurt cups,"Yogurt, Greek, nonfat, Fruit on Bottom, Strawberry, CHOBANI",331,7.28,0.23,11.9
chobani® vanilla nonfat greek yogurt cups,"Yogurt, Greek, nonfat, vanilla, CHOBANI",71.0,9.07,0.22,8.09
chobani® mixed berry low fat greek yogurt cup,"Yogurt, Greek, 2% fat,mixed berry blend, CHOBANI",390,8.26,1.83,10.9
oikos triple zero strawberry nonfat greek yogurt,"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS",352,8.03,0.22,12.5
chobani® key lime low fat greek yogurt cups,"Yogurt, Greek, 2% fat, key lime blend, CHOBANI",385,7.75,1.47,11.9
chobani® vanilla nonfat greek yogurt cup,"Yogurt, Greek, nonfat, vanilla, CHOBANI",71.0,9.07,0.22,8.09
light + fit nonfat gluten-free strawberry cheesecake greek yogurt cup,"DANNON, LIGHT & FIT, NONFAT GREEK YOGURT, STRAWBERRY CHEESECAKE, STRAWBERRY CHEESECAKE",53.0,8.0,0.0,6.0
light + fit nonfat gluten-free vanilla greek yogurt cup,"Yogurt, Greek, vanilla, nonfat",325,8.64,0.18,10.4
chobani® flip® almond coco loco™ chocolate low fat greek yogurt cup,"ALMOND COCO LOCO GREEK YOGURT, ALMOND; COCO LOCO",148,7.03,6.25,16.4
chobani® peach on the bottom nonfat greek yogurt cups,"Yogurt, Greek, nonfat, peach, CHOBANI",80.0,7.76,0.11,11.9
the greek gods® honey greek style yogurt tub,"THE GREEK GODS, NONFAT GREEK YOGURT WITH CHIA SEEDS, VANILLA",93.0,8.0,0.67,12.7
chobani® key lime low fat greek yogurt cup,"Yogurt, Greek, 2% fat, key lime blend, CHOBANI",385,7.75,1.47,11.9
chobani® blueberry on the bottom nonfat greek yogurt cup,"Yogurt, Greek, nonfat, Fruit on Bottom, Blackberry, CHOBANI",95.0,7.54,0.37,15.4
chobani® mango on the bottom low fat greek yogurt cup,"Yogurt, Greek, 2% fat, mango, CHOBANI",93.0,7.64,1.69,11.8
chobani® raspberry on the bottom nonfat greek yogurt cup,"Yogurt, Greek, nonfat, raspberry, CHOBANI",81.0,7.65,0.22,12.0
chobani® whole milk plain greek yogurt tub,"Yogurt, Greek, whole, plain, CHOBANI",82.0,8.24,4.01,3.24
chobani® strawberry banana on the bottom low fat greek yogurt cups,"Yogurt, Greek, 2% fat, strawberry banana, CHOBANI",369,8.0,1.71,10.2
fage total plain 5% milkfat low fat greek yogurt cup,"Yogurt, Greek, low fat milk, plain",67,10.2,1.36,3.6
light + fit nonfat gluten-free vanilla greek yogurt tub,"Yogurt, Greek, vanilla, nonfat",325,8.64,0.18,10.4
kroger® plain nonfat greek yogurt cup,"Yogurt, Greek, plain, nonfat",256,10.3,0.37,3.64
chobani® flip® perfect peach cobbler™ low fat greek yogurt cup,"Yogurt, Greek, nonfat, peach, CHOBANI",80.0,7.76,0.11,11.9
chobani® flip® salted caramel crunch™ with chocolate & toffee low fat greek yogurt cup,"Yogurt, Greek, 2% fat, apricot, CHOBANI",93.0,7.22,1.71,12.2
kroger® plain nonfat greek yogurt tub,"Yogurt, Greek, plain, nonfat",256,10.3,0.37,3.64
oikos blended plain greek nonfat yogurt tub,"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS",352,8.03,0.22,12.5
oikos® pro vanilla yogurt-cultured dairy product,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS",85.0,8.12,0.14,12.7
chobani® strawberry nonfat greek yogurt tub,"Yogurt, Greek, nonfat, Fruit on Bottom, Strawberry, CHOBANI",331,7.28,0.23,11.9
chobani® black cherry on the bottom nonfat greek yogurt cups,"Yogurt, Greek, nonfat, Fruit on Bottom, Blackberry, CHOBANI",95.0,7.54,0.37,15.4
oikos® triple zero peach nonfat greek yogurt,"DANNON, OIKOS, TRIPLE ZERO BLENDED NONFAT GREEK YOGURT, PEACH, PEACH",80.0,10.0,0.0,9.33
chobani® pineapple on the bottom low fat greek yogurt cup,"Yogurt, Greek, 2% fat, pineapple, CHOBANI",94.0,7.05,1.82,12.3
oikos® triple zero strawberry nonfat greek yogurt,"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS",352,8.03,0.22,12.5
chobani® strawberry banana on the bottom nonfat greek yogurt cup,"Yogurt, Greek, nonfat, Fruit on Bottom, Strawberry, CHOBANI",331,7.28,0.23,11.9
light + fit nonfat gluten-free strawberry greek yogurt cup,"FIT 'N FREE LIGHT NONFAT GREEK YOGURT, STRAWBERRY",53.0,8.67,0.0,4.67
light + fit nonfat gluten-free cherry greek yogurt cup,"DANNON, LIGHT & FIT, NONFAT GREEK YOGURT, CHERRY, CHERRY",53.0,8.0,0.0,5.33
chobani® flip® mint chocolate chip™ low fat greek yogurt cup,"Yogurt, Greek, 2% fat, apricot, CHOBANI",93.0,7.22,1.71,12.2
oikos® triple zero cherry nonfat greek yogurt,"DANNON, OIKOS, TRIPLE ZERO BLENDED NONFAT GREEK YOGURT, CHERRY, CHERRY",80.0,10.0,0.0,9.33
light + fit nonfat gluten-free blueberry greek yogurt cup,"DANNON, LIGHT & FIT, GREEK NONFAT YOGURT, BLUEBERRY, BLUEBERRY",53.0,8.0,0.0,6.0
chobani® coconut low fat greek yogurt cup,"Yogurt, Greek, 2%fat, coconut blend, CHOBANI",385,8.11,1.71,11.0
oikos pro® oikos vanilla yogurt cups,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS",85.0,8.12,0.14,12.7
chobani® blueberry on the bottom nonfat greek yogurt cups,"Yogurt, Greek, nonfat, Fruit on Bottom, Blackberry, CHOBANI",95.0,7.54,0.37,15.4
oikos blended vanilla bean greek nonfat yogurt tub,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS",85.0,8.12,0.14,12.7
oikos® pro mixed berry yogurt-cultured dairy product,"Yogurt, Greek, strawberry, DANNON OIKOS",443,8.25,2.92,11.7
chobani® zero sugar vanilla greek yogurt cup,"Yogurt, Greek, nonfat, vanilla, CHOBANI",71.0,9.07,0.22,8.09
chobani® blackberry on the bottom nonfat greek yogurt cup,"Yogurt, Greek, nonfat, Fruit on Bottom, Blackberry, CHOBANI",95.0,7.54,0.37,15.4
chobani® coconut low fat greek yogurt cups,"Yogurt, Greek, 2%fat, coconut blend, CHOBANI",385,8.11,1.71,11.0
chobani lemon blended greek yogurt cup,"Yogurt, Greek, nonfat, lemon blend, CHOBANI",328,8.62,0.15,10.7
light + fit nonfat gluten-free toasted coconut vanilla greek yogurt cup,"DANNON, LIGHT & FIT, GREEK NONFAT YOGURT, TOASTED COCONUT VANILLA, TOASTED COCONUT VANILLA",53.0,8.0,0.0,6.0
too good & co. strawberry low fat lower sugar gluten free greek yogurt cup,"Yogurt, Greek, low fat milk, fruit",91,9.11,1.33,10.78
chobani® zero sugar toasted coconut vanilla greek yogurt cup,"Yogurt, Greek, nonfat, vanilla, CHOBANI",71.0,9.07,0.22,8.09
light + fit nonfat gluten-free peach greek yogurt cups,"Yogurt, Greek, nonfat, peach, CHOBANI",80.0,7.76,0.11,11.9
chobani coffee blended greek yogurt cup,"Yogurt, Greek, nonfat, lemon blend, CHOBANI",328,8.62,0.15,10.7
chobani® zero sugar strawberry greek yogurt cup,"Yogurt, Greek, Blueberry, CHOBANI",82.0,7.23,0.24,12.8
fage® total blueberry 2% milkfat low fat greek yogurt cup,"Yogurt, Greek, 2% fat, apricot, CHOBANI",93.0,7.22,1.71,12.2
chobani® monterey strawberry less sugar low fat greek yogurt cup,"MONTEREY STRAWBERRY LESS SUGAR LOW-FAT GREEK YOGURT, MONTEREY STRAWBERRY",80.0,8.0,2.0,6.67
light + fit nonfat gluten-free strawberry banana greek yogurt cup,"DANNON, LIGHT & FIT, NONFAT GREEK YOGURT, STRAWBERRY BANANA, STRAWBERRY BANANA",53.0,8.0,0.0,5.33
kroger® vanilla blended nonfat greek yogurt tub,"Yogurt, Greek, vanilla, nonfat",325,8.64,0.18,10.4
chobani® madagascar vanilla cinnamon less sugar low fat greek yogurt cup,"MADAGASCAR VANILLA & CINNAMON LESS SUGAR LOW-FAT GREEK YOGURT, MADAGASCAR VANILLA & CINNAMON",80.0,8.0,2.0,6.67
chobani® zero sugar strawberry cheesecake greek yogurt cup,"Yogurt, Greek, Blueberry, CHOBANI",82.0,7.23,0.24,12.8
chobani® lowfat greek yogurt plain,"Yogurt, Greek, nonfat, plain, CHOBANI",226,9.53,0.24,3.43
kroger® plain whole milk greek yogurt cultured dairy blend tub,"Yogurt, Greek, plain, whole milk",N/A,8.78,4.39,4.75
chobani 20g protein strawberry kiwi low fat greek yogurt cup,"Yogurt, Greek, 2% fat, strawberry banana, CHOBANI",369,8.0,1.71,10.2
chobani 20g protein mango low fat greek yogurt cup,"Yogurt, Greek, 2% fat, mango, CHOBANI",93.0,7.64,1.69,11.8
chobani 20g protein vanilla low fat greek yogurt cup,"Yogurt, Greek, nonfat, vanilla, CHOBANI",71.0,9.07,0.22,8.09
chobani 20g protein cherry berry low fat greek yogurt cup,"Yogurt, Greek, 2% fat,mixed berry blend, CHOBANI",390,8.26,1.83,10.9
oikos mix-in caramel yogurt cup,"Yogurt, Greek, strawberry, DANNON OIKOS",443,8.25,2.92,11.7
light + fit greek mix-in strawberry yogurt cups,"Yogurt, Greek, strawberry, lowfat",105,8.17,2.57,12.3
chobani® wild blueberry less sugar low fat greek yogurt cup,"Yogurt, Greek, Blueberry, CHOBANI",82.0,7.23,0.24,12.8
too good & co blueberry low fat lower sugar gluten free greek yogurt cup,"Yogurt, Greek, low fat milk, fruit",91,9.11,1.33,10.78
kroger® mixed berry blended nonfat greek yogurt cup,"KROGER, GREEK NONFAT YOGURT, MIXED BERRY, MIXED BERRY",73.0,9.33,0.0,9.33
:ratio protein vanilla yogurt cultured dairy snack,Error,N/A,N/A,N/A,N/A
the greek gods® strawberry with honey greek style yogurt tub,"Yogurt, Greek, strawberry, lowfat",105,8.17,2.57,12.3
light + fit remix brownie sundae yogurt cup,"McDONALD'S, Strawberry Sundae",158,3.19,3.95,28.1
light + fit nonfat gluten-free caramel apple pie greek yogurt cup,"DANNON, LIGHT & FIT, NONFAT GREEK YOGURT, CARAMEL APPLE PIE, CARAMEL APPLE PIE",53.0,8.0,0.0,6.0
kroger® vanilla whole milk greek yogurt cultured dairy blend tub,"Yogurt, Greek, fruit, whole milk",106,7.33,3.0,12.3
chobani® vanilla with mixed berry on the bottom low fat greek yogurt cup,"Yogurt, Greek, 2% fat,mixed berry blend, CHOBANI",390,8.26,1.83,10.9
fage® total strawberry 2% milkfat greek yogurt cup,"Yogurt, Greek, 2% fat, strawberry banana, CHOBANI",369,8.0,1.71,10.2
:ratio protein strawberry yogurt cultured dairy snack,Error,N/A,N/A,N/A,N/A
the greek gods® black cherry with honey greek style yogurt tub,"BLACK CHERRY FLAVORED GREEK STYLE YOGURT WITH HONEY, BLACK CHERRY WITH HONEY",118,4.12,4.71,14.7
oikos® remix coco almond chocolate non fat yogurt cup,"Yogurt, vanilla, non-fat",328,2.94,0.0,17.0
fage® total honey 2% milkfat low fat greek yogurt cup,"Yogurt, Greek, 2% fat, apricot, CHOBANI",93.0,7.22,1.71,12.2
kroger® fruit on the bottom peach nonfat greek yogurt cup,"Yogurt, Greek, nonfat, Fruit on Bottom, Blackberry, CHOBANI",95.0,7.54,0.37,15.4
kroger® fruit on the bottom strawberry nonfat greek yogurt cup,"Yogurt, Greek, nonfat, Fruit on Bottom, Strawberry, CHOBANI",331,7.28,0.23,11.9
fage total peach 2% milkfat low fat greek yogurt cup,"Yogurt, Greek, 2% fat, apricot, CHOBANI",93.0,7.22,1.71,12.2
too good & co™ good save meyer lemon low fat lower sugar gluten free greek yogurt cup,"TOO GOOD GOURMET, SUGAR COOKIES",429,3.57,17.9,64.3
kroger® vanilla blended nonfat greek yogurt cup,"Yogurt, Greek, vanilla, nonfat",325,8.64,0.18,10.4
fage® total cherry 2% milkfat low fat greek yogurt cup,"Yogurt, Greek, 2% fat, apricot, CHOBANI",93.0,7.22,1.71,12.2
chobani creations greek cherry cheesecake yogurt cup,"Yogurt, Greek, Blueberry, CHOBANI",82.0,7.23,0.24,12.8
kroger® fruit on the bottom black cherry nonfat greek yogurt cup,"Yogurt, Greek, nonfat, Fruit on Bottom, Blackberry, CHOBANI",95.0,7.54,0.37,15.4
chobani creations greek caramel sundae yogurt,"Yogurt, Greek, Blueberry, CHOBANI",82.0,7.23,0.24,12.8
kroger® blueberry nonfat light greek yogurt cup,"KROGER, GREEK NONFAT YOGURT, BLUEBERRY, BLUEBERRY",73.0,9.33,0.0,9.33
kroger® fruit on the bottom blueberry nonfat greek yogurt cup,"Yogurt, Greek, nonfat, Fruit on Bottom, Blackberry, CHOBANI",95.0,7.54,0.37,15.4
the greek gods® peach with honey greek style yogurt tub,"Yogurt, Greek, nonfat, peach, CHOBANI",80.0,7.76,0.11,11.9
simple truth organic® vanilla bean whole milk greek yogurt cultured dairy blend tub,ORGANIC GREEK VANILLA BEAN BLENDED WHOLE MILK YOGURT,107,9.33,2.67,12.0
chobani® raspberry lemonade layered low fat greek yogurt cups,"Yogurt, Greek, nonfat, raspberry, CHOBANI",81.0,7.65,0.22,12.0
chobani creations greek orange cream pop yogurt cup,"Yogurt, Greek, Blueberry, CHOBANI",82.0,7.23,0.24,12.8
plum organics® mighty morning tots spinach kiwi barley greek yogurt pouch,"Plum Organics Mighty 4 Blends Banana, Kiwi, Spinach, Greek Yogurt & Barley, 4oz",62.0,1.77,0.44,12.4
yocrunch vanilla low fat yogurt cups with mini m&ms(r),"Yogurt, vanilla, low fat.",358,4.93,1.25,13.8
go gurt berry and fruit punch kids fat free yogurt tubes,Go-Gurt Spiderman Gluten Free Berry and Fruit Punch Yogurt Tubes 8 Count,86.4,3.42,0.144,17.9
yocrunch vanilla low fat yogurt cups with oreo(r) cookie pieces,"Yogurt, vanilla, low fat.",358,4.93,1.25,13.8
go gurt strawberry kids fat free yogurt tubes,Go-Gurt Simply Strawberry Yogurt Tube,80.6,4.09,1.08,13.6
yoplait go gurt bluey berry kids fat free yogurt snack tubes,"YOPLAIT, GO-GURT, LOW FAT YOGURT",94.0,3.12,0.78,18.8
go-gurt strawberry kids low fat yogurt tubes,Go-Gurt Strawberry Low Fat Yogurt Tubes 8 Count,86.4,3.42,0.144,17.9
yoplait raspberry and strawberry banana kids yogurt cups,"YOPLAIT, KIDS LOW FAT YOGURT, STRAWBERRY BANANA, STRAWBERRY BANANA",82.0,3.53,1.18,14.1
yocrunch vanilla low fat yogurt cups with mini m&ms(r) and oreo(r) cookie pieces,"Yogurt, vanilla, low fat.",358,4.93,1.25,13.8
kroger® low fat unicorn and mermaid yogurt tubes,Yogurt tube,81,4.34,1.03,13.68
yoplait go gurt bluey berry and cherry kids fat free yogurt snack tubes,Go-Gurt Berry and Cherry Low Fat Yogurt Tubes 16 Count,86.4,3.42,0.144,17.9
food for life® ezekiel 4:9® flourless sprouted grain frozen bread,FLOURLESS SPROUTED GRAIN BREAD,235,14.7,1.47,44.1
rudi's frozen bread,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",320,3.13,10.7,52.8
base culture keto frozen bread,"Garlic bread, frozen",1460.0,8.36,16.6,41.7
dave's killer bread® rockin' grains® organic whole grain english muffins,"ROCKIN' GRAINS ORGANIC ENGLISH MUFFINS, ROCKIN' GRAINS",226,9.68,2.42,41.9
kroger® honey wheat bread,"Bread, wheat or cracked wheat",274,10.67,4.53,47.54
sara lee artesano hawaiian bread,"SARA LEE, 100% WHOLE WHEAT BREAD",240,12.0,3.0,46.0
thinslim foods bread plain low carb,"PLAIN LOW CARB WRAPS, PLAIN",186,11.6,9.3,27.9
thinslim foods bread honey low carb,"Alcoholic beverage, beer, light, low carb",112,0.17,0.0,0.73
nature's own perfectly crafted non gmo multigrain bread,"Bread, multigrain",265,13.36,4.23,43.34
thinslim foods bread everything low carb,"Alcoholic beverage, beer, light, low carb",112,0.17,0.0,0.73
o'doughs® gluten free frozen bread thins,"Bread, gluten free",248,4.31,5.24,45.78
nature's own 100% whole wheat bread,"Bread, whole wheat",254,12.3,3.55,43.1
food for life® 7 sprouted frozen bread,"Bread, sprouted wheat",188,13.16,0,33.88
sara lee artesano original bread,ARTESANO THE ORIGINAL BAKERY BREAD,289,7.89,3.95,52.6
dave's killer bread organic 21 whole grains and seeds bread,"DAVE'S KILLER BREAD, 21 WHOLE GRAINS AND SEEDS ORGANIC BREAD",267,11.1,4.44,48.9
dave's killer bread organic good seed whole grain bread,"DAVE'S KILLER BREAD, ORGANIC GOOD SEED BREAD",311,11.1,6.67,55.6
simple truth organic® frozen bread,"SIMPLE TRUTH, ORGANIC MULTI-SEED BREAD",256,11.6,5.81,44.2
wonder classic white bread,"WONDER, CALCIUM FORTIFIED ENRICHED BREAD, CLASSIC WHITE, CLASSIC WHITE",246,7.02,2.63,50.9
food for life® ezekiel 4:9® cinnamon raisin frozen bread,"Bread, raisin",270,8.82,3.26,52.21
dave's killer bread organic thin sliced powerseed and whole grain bread,"DAVE'S KILLER BREAD, THIN-SLICED POWERSEED ORGANIC BREAD",214,10.7,3.57,39.3
16 oz 100% whole wheat bread 3 packs,"Bread, whole wheat",254,12.3,3.55,43.1
o'dough's® sprouted whole grain frozen bread,"Waffle, whole grain, frozen",289,6.78,8.39,46.7
16 oz brown bread raisin pack of 2,"Bread, raisin",270,8.82,3.26,52.21
nature's own honey wheat bread,"NATURE'S OWN, SPECIALTY HONEY WHEAT BREAD",233,11.6,2.33,46.5
dave's killer bread organic thin sliced good seed whole grain bread,"DAVE'S KILLER BREAD, THIN-SLICED BREAD, GOOD SEED, GOOD SEED",250,10.7,7.14,46.4
nature's own butterbread bread,BUTTERBREAD,250,10.7,3.57,46.4
"dave's killer bread 21 whole grains and seeds thin-sliced organic bread, 20.5 oz","DAVE'S KILLER BREAD, ORGANIC THIN-SLICED 21 WHOLE GRAINS AND SEEDS BREAD",214,10.7,3.57,42.9
sunbeam giant white bread,"Bread, white",267,9.43,3.59,49.2
genuine bavarian organic bread flaxseed,"GENUINE BAVARIAN, GLUTENFREE WHOLE GRAIN BREAD",196,5.36,2.68,37.5
simple truth organic® oat frozen bread,"SIMPLE TRUTH, ORGANIC MULTI-SEED BREAD",256,11.6,5.81,44.2
dave's killer bread organic thin sliced white bread done right artisan style bread,"DAVE'S KILLER BREAD, THIN-SLICED POWERSEED ORGANIC BREAD",214,10.7,3.57,39.3
food for life® whole grain frozen bread,"Waffle, whole grain, frozen",289,6.78,8.39,46.7
dave's killer bread organic thin sliced sprouted and whole grain bread,"DAVE'S KILLER BREAD, ORGANIC SPROUTED WHOLE GRAINS BREAD",243,10.8,2.7,40.5
dave's killer bread organic raisin the roof cinnamon raisin bread,"ORGANIC BREAD, RAISIN' THE ROOF!",265,11.8,4.41,50.0
food for life® ezekiel 4:9® sprouted grain frozen bread,"FOOD FOR LIFE, EZEKIEL 4:9, SPROUTED WAFFLES, BLUEBERRY, BLUEBERRY",240,10.0,4.5,40.0
pepperidge farm farmhouse hearty white bread,"Pepperidge Farm Farmhouse Hearty White Bread, 24 Oz Loaf",265,8.16,2.04,53.1
kroger® classic white bread,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",1000.0,3.81,4.47,46.1
sara lee honey wheat bread,"SARA LEE, 100% WHOLE WHEAT WITH HONEY BAKERY BREAD",263,13.2,2.63,52.6
sara lee classic bread,"SARA LEE, 100% WHOLE WHEAT BREAD",240,12.0,3.0,46.0
"dave's killer bread white bread done right, artisan-style organic white bread, 24 oz loaf","DAVE'S KILLER BREAD, WHITE BREAD",275,7.5,5.0,52.5
brazi bites® cheddar & parmesan brazilian frozen bread,"CHEDDAR & PARMESAN BRAZILIAN CHEESE BREAD, CHEDDAR & PARMESAN",277,6.38,12.8,31.9
delicious seeded bread 4 loaves,"DELICIOUSLY SEEDED BREAD, DELICIOUSLY SEEDED",250,17.9,12.5,28.6
amazing bread sliced whole wheat bread 3 loaves,"Bread, whole wheat",254,12.3,3.55,43.1
delicious seeded bread 2 loaves,"DELICIOUSLY SEEDED BREAD, DELICIOUSLY SEEDED",250,17.9,12.5,28.6
sara lee butter bread,"SARA LEE, BUTTER POUND CAKE",342,5.26,11.8,55.3
sara lee delightful multi-grain bread,"Bread, multi-grain (includes whole-grain)",265,13.4,4.23,43.3
kroger® soft wheat bread,"Wheat, soft white",1420.0,10.7,1.99,75.4
b&m brown raisin bread,"Bread, raisin",270,8.82,3.26,52.21
smart way™ white bread,"Bread, white",267,9.43,3.59,49.2
bimbo white bread,"BIMBO, SMALL SOFT WHITE BREAD",260,8.0,2.0,50.0
16 oz millet & chia gluten free bread 4 pack,"GLUTEN FREE MILLET & CHIA BREAD, MILLET & CHIA",250,3.57,7.14,53.6
16 oz whole grain bread 3 flavor variety bundle,"Bread, whole grain white",238,10.66,2.15,43.91
schar multigrain artisan bread,"Bread, multigrain",265,13.36,4.23,43.34
mestemacher bread protein bread,"Bread, high protein, toasted",269,13.3,2.42,48.13
king's hawaiian® original sweet dinner rolls,"Rolls, dinner, sweet",1340.0,10.0,7.37,53.6
nature's own perfectly crafted non gmo white bread,"CRAFT WHITE BREAD, CRAFT WHITE",273,9.09,4.55,51.5
"pepperidge farm farmhouse butter bread, 22 oz loaf","Pepperidge Farm Farmhouse Butter Bread, 22 Oz Loaf",267,8.89,2.22,53.3
nature's own sweet hawaiian bread,"SWEET HAWAIIAN BREAD, SWEET HAWAIIAN",298,8.77,6.14,50.9
sara lee sandwich white bread,Egg sandwich on white bread,228,10.46,9.05,26.1
